"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"X1..O.alpha.D.glucopyranosyl..29.keto..1.3R.31R..dotriacontanetriol",0.581026371428571,-0.675134067857143,2.27845809104697,0.0367359657839757,0.889969163651476,-4.39753051248033
"C29.H58.N2",-0.837315878571428,-0.850972516071429,-2.27755385440015,0.0368011776694972,0.889969163651476,-4.39769148071535
"Lacidipine",0.730027257142857,0.749488751785714,2.26938070813125,0.0373955238964117,0.889969163651476,-4.39914622107979
"X3.Hydroxydodecanedioic.acid",-0.554148257142857,-0.601541876785715,-2.26348644432055,0.0378296871486744,0.889969163651476,-4.40019510034932
"PE.15.0.24.1.15Z..",-0.562922314285714,-0.317610133928571,-2.26057580353611,0.0380458074694485,0.889969163651476,-4.40071296781158
"X1.2.Bis.chloromethoxy.ethane...0.4831579",0.844366435714286,0.461766433928571,2.25587664260385,0.0383971551432884,0.889969163651476,-4.40154893876873
"C24.H44.N4.O4",-2.28663377142857,0.0974124750000017,-2.25464854630139,0.0384894739202656,0.889969163651476,-4.40176739081435
"Benzidine",-0.572575925714286,0.59820106625,-2.25184231712121,0.0387011999177221,0.889969163651476,-4.40226652115186
"PE.19.0.0.0....5.5059996",-2.71492877857143,0.651738133928571,-2.25134469729886,0.0387388574986905,0.889969163651476,-4.40235502482034
"X1.2.Dioctanoyl.sn.glycerol",-0.641514085714286,0.884317517857143,-2.24842704023626,0.0389603387537464,0.889969163651476,-4.40287390758214
"PS.P.20.0.15.0....20.980762",-0.547411557142857,-1.13724575714286,-2.24051006477662,0.0395672655363853,0.889969163651476,-4.40428157783242
"X582.4151.7.0205283",-0.614618539285714,0.288505063392857,-2.23233797288066,0.0402029527682792,0.889969163651476,-4.40573412302633
"C21.H44.N4.O3",0.556515321428571,0.472916030357143,2.22681020571805,0.0406383055273532,0.889969163651476,-4.40671635958583
"Dihydrocelastrol",-0.504737785714286,0.407201076785714,-2.21295554486695,0.0417487501418621,0.889969163651476,-4.40917710465005
"Pubescenol...7.311833",-0.697172992857143,-0.490392473214286,-2.20055974266267,0.0427660295034307,0.889969163651476,-4.41137730422887
"X...11.HEPE",-0.697233635714286,-0.0311275321428575,-2.19686177202589,0.0430739227736716,0.889969163651476,-4.41203339895317
"PE.P.20.0.19.0....7.9438457",-0.6864685,0.183028896428572,-2.1965380525501,0.0431009730581665,0.889969163651476,-4.41209082704386
"C26.H50.N6.O4",0.641554626428571,0.408783564285715,2.1962381102956,0.0431260505203989,0.889969163651476,-4.41214403612615
"C46.H80.N2.S3",0.727222935714286,0.517261855357142,2.19139563311215,0.0435327906589146,0.889969163651476,-4.4130029582519
"X1..4..Hydroxyphenyl.ethanol",-0.734477571428572,-0.712120753571428,-2.19037942643103,0.0436185951601612,0.889969163651476,-4.41318317572988
"Gabunamine...8.025582",-0.543152835714286,-0.106487926785714,-2.17255914303907,0.0451488958952447,0.889969163651476,-4.41634174240526
"PI.20.5.5Z.8Z.11Z.14Z.17Z..20.2.11Z.14Z.....16.279964",0.513732671428571,-0.150281401785714,2.16675646723234,0.0456577932616685,0.889969163651476,-4.41736949892424
"C47.H85.N.O4.S",-0.824735614285714,-0.344909921428571,-2.10346865823127,0.0515615499746839,0.889969163651476,-4.42855168236786
"PE.22.4.7Z.10Z.13Z.16Z..19.1.9Z..",-0.676902242857143,-0.966627760714286,-2.09457711992557,0.0524449278913237,0.889969163651476,-4.43011824273545
"C36.H74.Cl.N11.O3",-0.71516255,-1.09332804464286,-1.99858317758952,0.0629011926837285,0.889969163651476,-4.44694448056818
"C51.H85.N3.O3",-0.6404499,-1.88765639821429,-1.96552765941526,0.0669178539655158,0.889969163651476,-4.45269605264087
"PS.O.20.0.22.6.4Z.7Z.10Z.13Z.16Z.19Z.....13.41923",-2.42468624857143,-4.70712846357143,-1.9601691963363,0.0675903389856025,0.889969163651476,-4.45362607517212
"PE.19.0.20.0..U....22.049643",0.464834578571429,0.480321114285714,1.92875294226944,0.0716568620787947,0.889969163651476,-4.45906477118251
"Indoxacarb",-0.577780842857143,0.107519642857143,-1.92680885828846,0.0719155763720985,0.889969163651476,-4.45940051583702
"PS.P.20.0.20.2.11Z.14Z..",0.478725,1.00766359642857,1.92502209822267,0.0721540927441874,0.889969163651476,-4.45970900481434
"X331.4813.5.80775",0.579228664285714,0.950519246428572,1.92479346201924,0.0721846647485722,0.889969163651476,-4.45974847353038
"C19.H36.O5.S",-0.438308089285714,1.00820718589286,-1.92050924462477,0.0727596786695812,0.889969163651476,-4.46048779313578
"OH.Demethylspheroidenone",-0.539207614285714,0.995524942857143,-1.91796189006747,0.0731035189766331,0.889969163651476,-4.4609271584619
"C37.H54.N2",-0.584354564285714,-0.781297867857143,-1.9143513561835,0.0735933598751987,0.889969163651476,-4.46154960743986
"NeuAcalpha2.3Galbeta.Cer.d18.1.16.0.",-0.690142964285714,-0.0969424571428581,-1.90864870045529,0.0743730261160932,0.889969163651476,-4.46253202861053
"N.Oleoyl.L.Serine...4.3202386",0.764551642857143,-0.800694750000001,1.90799559129144,0.074462789128991,0.889969163651476,-4.46264448696434
"C37.H58.N4.O2",-0.690923678571428,-1.29858448928571,-1.90551057988467,0.0748052143728122,0.889969163651476,-4.46307227395615
"X3.carboxy.4.methyl.5.propyl.2.furanpropanoic.acid",-0.43292795,0.849065425,-1.89863827880857,0.075759533870036,0.889969163651476,-4.46425444503652
"LysoPE.0.0.18.0....5.7835326",-0.683346935714286,0.730863148214285,-1.87755936512745,0.0787548228805436,0.889969163651476,-4.46787222965153
"C36.H34.N2.S3",0.7970607,-0.346834182142857,1.87545381849586,0.0790597413485517,0.889969163651476,-4.46823291005145
"C31.H51.N9.O2",-1.022630555,-0.829209570714286,-1.86735711045504,0.080242095932666,0.889969163651476,-4.46961867182
"PE.18.1.11Z..P.18.0.",-0.583149121428571,-1.12196415535714,-1.86639720879109,0.08038330742219,0.889969163651476,-4.46978283228398
"C8.H2.Cl2.O.S3",0.786479285714286,0.966255728571429,1.86391207724225,0.0807499233024137,0.889969163651476,-4.47020770746018
"X533.6768.12.622",0.460044614285714,0.649612655357143,1.85828949344083,0.081584878888428,0.889969163651476,-4.47116830198077
"C10.H3.Cl.O5.S2",0.459094257142857,1.73428549642857,1.85695174590313,0.0817846609402841,0.889969163651476,-4.47139671037811
"Val.Gly.Gly",0.439583,0.147125723214286,1.84272054623915,0.0839370170207466,0.889969163651476,-4.47382317505827
"Gly.His",-0.490533842857143,-1.39332371964286,-1.84237525238056,0.0839898583489959,0.889969163651476,-4.47388197097343
"Brompheniramine..didemethylated.",0.451174335714286,0.4243197625,1.84234999034256,0.0839937254296748,0.889969163651476,-4.47388627239418
"Lauric.acid",0.412399828571428,1.15937457142857,1.83852708869902,0.0845807521152265,0.889969163651476,-4.47453697554617
"C51.H91.Cl2.N",-0.665160864285714,-2.06740244107143,-1.83191666325048,0.0856043961172796,0.889969163651476,-4.47566106003368
"C60.O4.S",0.7171997,0.547216380357143,1.82933886546634,0.0860065378377357,0.889969163651476,-4.47609903022924
"X14.methyl.1.pentadecanol",0.47589055,0.25804775,1.82705868884596,0.0863636419819526,0.889969163651476,-4.47648625651345
"PE.O.20.0.19.0.",0.416183035714286,0.721576941071428,1.82611332399877,0.0865120820287981,0.889969163651476,-4.47664675200171
"X1..2.hydroxyethyl..1.methylguanidine",-0.557838407142857,0.166178653571428,-1.81729514689266,0.087907600984257,0.889969163651476,-4.47814242313746
"Glucosylceramide..d18.1.16.0.",-0.427830821428571,1.12104512142857,-1.81663937201188,0.0880121704255503,0.889969163651476,-4.47825354892099
"C41.H7.N.O19",-0.411249757142857,-0.26454375,-1.81528884656106,0.088227870391595,0.889969163651476,-4.478482360521
"Tributyl.phosphate...5.5063806",0.374979512142857,1.25063742607143,1.80993256896329,0.0890879532486064,0.889969163651476,-4.47938924786989
"PE.16.1.9Z..22.4.7Z.10Z.13Z.16Z..",-0.538134607142857,1.55973465714286,-1.80892935805089,0.089249863443605,0.889969163651476,-4.47955899822294
"C8.H9.Cl.N2.O8.S2",-0.601557892857143,-0.658579341071428,-1.80825041680965,0.0893595863057669,0.889969163651476,-4.47967386074733
"C26.H55.N11.O3",0.422647507142857,-0.462741076785714,1.80824091262068,0.0893611231099626,0.889969163651476,-4.47967546854581
"C38.H71.Cl3.O2",0.574027307142857,0.463735546428571,1.80636641979648,0.0896646799700253,0.889969163651476,-4.47999251225316
"C21.H51.N7.O5",0.433865228571429,-0.678837701785714,1.80446512459157,0.0899735054956176,0.889969163651476,-4.48031396839027
"X5.Acetylamino.6.amino.3.methyluracil...2.5963125",-0.4689697,-1.39280627678571,-1.80112429226301,0.0905184247622624,0.889969163651476,-4.48087851409011
"C8.H20.N2.O3",-0.407667571428571,-0.760084917857143,-1.78378788087749,0.0933930634573057,0.889969163651476,-4.48380192954183
"PA.17.1.9Z..0.0....7.068249",0.42351205,1.66133547857143,1.78100207298487,0.0938623992479912,0.889969163651476,-4.48427071944942
"PE.O.20.0.22.4.7Z.10Z.13Z.16Z..",-2.844444326,-1.56013695319643,-1.77179649922816,0.0954280562588865,0.889969163651476,-4.48581785316401
"C6.H14.O4",-0.511177583571429,0.370704065,-1.77041221435829,0.0956654618017564,0.889969163651476,-4.48605024019753
"ecdysone.25.O.D.glucopyranoside",-2.33888303857143,0.98496656375,-1.76704799454111,0.096244586404055,0.889969163651476,-4.48661472034528
"X60.0337.1.3956571",0.463755907142857,0.511867721428571,1.76580827650296,0.0964587676343851,0.889969163651476,-4.4868226282266
"C30.H66.N26",0.612777571428571,0.152607794642858,1.76352237745311,0.0968547883484929,0.889969163651476,-4.48720583984303
"Gentamicin.C1a",0.507518505714286,0.736288679285714,1.76275620312647,0.0969878424918672,0.889969163651476,-4.48733423975055
"PA.O.20.0.16.0.",-0.735293514285714,-0.897550033928572,-1.74128070142701,0.100782920654598,0.889969163651476,-4.49092436533742
"OH.Chlorobactene...13.687266",-0.542000307142857,0.0211504249999995,-1.73928722442317,0.101141691166043,0.889969163651476,-4.49125673986465
"PS.O.16.0.22.0....13.8824",-0.656758157142857,-0.967812603571428,-1.73887450380949,0.101216108462664,0.889969163651476,-4.49132553423094
"C34.O22",0.554622657142857,1.50845235178571,1.73353874107136,0.102182502677519,0.889969163651476,-4.49221433734445
"C21.H41.N17",-8.62718554642857,0.352063144107144,-1.73193238736366,0.102475010200248,0.889969163651476,-4.49248170018891
"C13.H24.N2.S",0.32262588,-0.317152880357143,1.72666845490696,0.103438658398438,0.889969163651476,-4.49335713092823
"C.6.NBD.dihydro.Ceramide",-1.65959545,-0.275185374107143,-1.72469870799744,0.103801275484687,0.889969163651476,-4.49368443608775
"Guanidinoproclavaminic.acid",-0.585221165714286,0.124020639464286,-1.71740582402485,0.105153490345065,0.889969163651476,-4.49489493553831
"PA.12.0.22.0.",-0.394903614285714,1.26910106607143,-1.7038860466281,0.107700791287815,0.889969163651476,-4.49713337999702
"N.alpha..t.Butoxycarbonyl.L.leucine...1.7329675",-0.754961871428571,-0.561041821428572,-1.70338065346152,0.107797042946662,0.889969163651476,-4.49721691373259
"DG.17.0.17.0.0.0.",-0.351742035714286,-1.02973939392857,-1.70312397153216,0.107845956332624,0.889969163651476,-4.49725933533037
"PE.11.0.10.0..U.",0.459860407142857,0.737408667857143,1.70183127886022,0.108092584799142,0.889969163651476,-4.49747293664993
"PS.O.20.0.22.4.7Z.10Z.13Z.16Z.....22.56179",-0.438675964285714,-2.28399078928572,-1.69980115398253,0.10848089214308,0.889969163651476,-4.49780825150755
"C42.H83.Cl.N10.O5",0.611999464285714,0.454614523214286,1.69620064108983,0.109172544736079,0.889969163651476,-4.49840253052688
"X.Z..N..2.hydroxyethyl.hexadec.7.enamide",-0.460678928571429,-0.734532963035714,-1.68094265969503,0.112146103807231,0.889969163651476,-4.50091494398716
"PE.18.1.11Z..P.18.0....12.817498",0.683573778571429,1.25865211071429,1.67920247907392,0.11248964485422,0.889969163651476,-4.50120086439818
"Capric.acid",0.38046707,0.538583386785714,1.67482012982818,0.113358821879796,0.889969163651476,-4.50192033573943
"Asulam",-13.0779007357143,0.512180062500012,-1.66799116224379,0.114724797290725,0.889969163651476,-4.5030398401487
"X9.15.dioxo.11R.hydroxy.2.3.4.5.tetranor.prostan.1.20.dioic.acid",0.337279343571429,0.4065889425,1.66284059462428,0.115764408699836,0.889969163651476,-4.50388286298823
"Cholesteryl.linoleate",0.324312421428571,1.10046938035714,1.65388971752437,0.117590384238787,0.889969163651476,-4.50534514463495
"PS.O.20.0.20.5.5Z.8Z.11Z.14Z.17Z..",-1.24191705428571,0.293642107142857,-1.643302761974,0.119782019424589,0.889969163651476,-4.50707012515356
"Enigmol",-3.79151612785714,1.97158448785714,-1.64210105007438,0.120032990149616,0.889969163651476,-4.50726560811863
"PS.P.20.0.18.2.9Z.12Z..",-8.16978598571428,-4.65385124464286,-1.63110114154539,0.122351279993764,0.889969163651476,-4.50905192422387
"Kaempferol.3..6...sinapylglucosyl...1.2..galactoside",-0.567772492857143,-1.30199010357143,-1.62783028573968,0.123047980981637,0.889969163651476,-4.50958202357241
"C8.H.Cl.N2.O7.S2",0.595991871428571,0.856310153571429,1.61700906683286,0.125377154246363,0.889969163651476,-4.51133225917493
"Hexadecyl.Acetyl.Glycerol",0.35583845,1.14417095714286,1.6127499053244,0.126304170138465,0.889969163651476,-4.51201963870138
"Tyr.Asn.Val",-0.395827199285714,0.272024781107143,-1.60736613015743,0.127484318945489,0.889969163651476,-4.51288729121199
"N.6...Octanoyl.lysine",-0.463172171428571,-0.486613616071428,-1.60346598101017,0.128345106501571,0.889969163651476,-4.51351498017612
"C51.H86.N4.S",0.476383271428571,0.195897114285714,1.60253303745827,0.128551744879381,0.889969163651476,-4.51366502003025
"X785.9266.20.942125",0.549998214285714,-0.200221116071429,1.59733784294185,0.129707617390562,0.889969163651476,-4.51449976754479
"Corynomycolic.acid",-0.367249102357143,-0.28897265025,-1.59079290002916,0.131176361222983,0.889969163651476,-4.51554952973139
"C35.H77.N23.O.S",0.592306571428571,-0.74187045,1.58988089036119,0.131382141415136,0.889969163651476,-4.51569564403461
"LysoPE.0.0.20.4.5Z.8Z.11Z.14Z..",0.421624080714286,0.780435307857143,1.58194249767371,0.133184910513901,0.889969163651476,-4.51696574134697
"C5.H.N.O3.S...1.6050335",0.347971092857143,-0.246039373214286,1.58104546909142,0.133389933956149,0.889969163651476,-4.51710906543651
"C49.H13.N13",-0.5570262,0.00151850892857171,-1.57961819965489,0.133716699760221,0.889969163651476,-4.51733702737954
"Mycalamide.A",0.477359135714286,1.73383123571429,1.57409727224445,0.134987078913867,0.889969163651476,-4.51821787009634
"X4.6.Dichloro.3.methylcatechol",-0.553026371428571,-1.30172345535714,-1.57128175215534,0.135638860691711,0.889969163651476,-4.5186664890563
"X1.Oleoyl.2.acetyl.sn.glycerol",0.414546742857143,0.145659623214286,1.56418658217107,0.137293178670131,0.889969163651476,-4.51979524820889
"X2.hydroxy.enanthoic.acid",-0.558808907142857,-1.00437135178571,-1.56039633039443,0.138183880933322,0.889969163651476,-4.52039718779118
"C32.H57.N5.S3",0.553589757142857,0.831062753571429,1.55912020671793,0.138484863066486,0.889969163651476,-4.52059968747283
"Val.Val.Trp",0.323156622142857,0.461584199285715,1.55626160148522,0.139161091507991,0.889969163651476,-4.52105299836309
"C11.H25.N11.O2",0.553636064285714,-0.938572325,1.55514727087483,0.139425449569411,0.889969163651476,-4.52122959274062
"C49.H80.N2.O4.S",0.6037958,1.76312103571429,1.55010775519539,0.140626290242325,0.889969163651476,-4.52202743494129
"Sarcoaldesterol.A",0.57813555,1.08248661428572,1.54974367707173,0.140713380976088,0.889969163651476,-4.52208502395296
"PA.O.20.0.16.0....7.4887414",0.31932335,0.645164175,1.54528751759493,0.141783018510411,0.889969163651476,-4.52278933108813
"X1..O.alpha.D.glucopyranosyl..3.keto..1.25R..hexacosanediol",-0.546564907142857,-0.271168207142857,-1.54092732251671,0.142836234223952,0.889969163651476,-4.52347746864281
"C49.H74.N4.S",0.363161464285714,2.25860536071429,1.53841034190822,0.14344720549627,0.889969163651476,-4.52387425153163
"X186.1519.0.49452",0.546633214285714,0.984095289285714,1.5370485378447,0.14377868380859,0.889969163651476,-4.52408879063434
"PG.22.1.11Z..12.0.",0.357534614285714,2.03980447142857,1.52540871117843,0.146638270848966,0.889969163651476,-4.52591852272551
"C23.H41.N",0.318018507142857,0.0438164517857147,1.52497803399179,0.146744984456545,0.889969163651476,-4.52598608476375
"Nanchangmycin...19.847725",0.630899492857143,2.12686116607143,1.52327211001021,0.147168319298453,0.889969163651476,-4.52625360201925
"C23.H17.Cl.N4.O18.S2",-0.603068342857143,0.855176516071428,-1.52114676045689,0.147697167229614,0.889969163651476,-4.52658667325525
"Tris.butoxyethyl.phosphate",0.373271014285714,0.160697869642857,1.51948723967227,0.148111208689038,0.889969163651476,-4.52684657348047
"LysoPE.0.0.20.0....5.773364",-0.665811371428571,-2.04525392142857,-1.51460309251023,0.149335415002868,0.889969163651476,-4.52761062280543
"X758.1341.14.600658",0.394794959285714,0.533386274107143,1.50986314025133,0.150531554060061,0.889969163651476,-4.52835087433504
"DG.17.0.18.2.9Z.12Z..0.0..iso2.",-0.300109864285714,-0.475164744642857,-1.50541047806021,0.151662471256575,0.889969163651476,-4.52904513861292
"C17.H33.N5",-0.529016535714286,-1.58074240892857,-1.5051833317358,0.151720352923687,0.889969163651476,-4.52908052631327
"LysoPE.22.6.4Z.7Z.10Z.13Z.16Z.19Z..0.0.",-1.73628665142857,0.453485794821428,-1.50485455593397,0.151804164555737,0.889969163651476,-4.52913174209167
"Molinate",0.278202690714286,-0.281248965714286,1.50396829738083,0.1520302822176,0.889969163651476,-4.52926977129481
"X1..9.14.dimethyl.pentadecanoyl.2..8..3..ladderane.octanyl..sn.glycerol",0.364490321428571,1.73467547142857,1.50360656820519,0.152122653517611,0.889969163651476,-4.52932609588852
"C37.H76.N4.O2.S2",-0.4389233,0.0858657678571432,-1.50247300797529,0.152412423018364,0.889969163651476,-4.52950255494033
"X9.Hydroxy.2.nitrofluorene",-0.509953321428572,0.988782860714286,-1.49737227473387,0.153722010358771,0.889969163651476,-4.53029569512435
"X785.9286.21.241915",0.527633578571428,-0.0748974267857145,1.49509614264038,0.154309412085432,0.889969163651476,-4.53064915621545
"C10.H22.O6",0.676183878571428,0.670500939285714,1.49006871872711,0.155613460638079,0.889969163651476,-4.53142883961612
"Arg.Met.Gly",0.517462285714286,-0.277559696428572,1.48793422877079,0.156169883712469,0.889969163651476,-4.53175944014119
"C27.H42.N22.O3",0.394672542857143,0.41154485,1.48759847512222,0.156257558934008,0.889969163651476,-4.53181141999373
"C39.H79.Cl.N18.O2",-0.445539957142857,-0.834632728571429,-1.48305987043474,0.157446740156346,0.889969163651476,-4.53251344114818
"DG.18.0.18.1.9Z..0.0..iso2.",-0.536243814285714,-1.29730047857143,-1.47917927488622,0.158469461071924,0.889969163651476,-4.53311275641403
"Beta.isorenieratane",0.325261542857143,1.25142305178571,1.47822710080598,0.158721244090256,0.889969163651476,-4.53325967819077
"X1.Octadecanol...5.969136",0.329783021428572,0.254499325,1.47271052059764,0.160186524936334,0.889969163651476,-4.53410987345734
"AM.toxin.I...4.9547386",-0.370431020714286,-0.8991353275,-1.47233471260575,0.160286751034534,0.889969163651476,-4.53416772809286
"C19.H41.N",0.297111721428571,0.0996264035714287,1.47081759441674,0.160691886775108,0.889969163651476,-4.5344012017353
"X6.hydroxysphingosine",-0.467017786428571,2.04940362892857,-1.46485845116034,0.162291443127924,0.889969163651476,-4.53531698479779
"LysoPE.0.0.18.0....5.2977505",-1.87099594214286,-7.33951310785715,-1.46473278177886,0.162325316571833,0.889969163651476,-4.53533627513462
"X58.0543.4.4480715",-0.437483671428571,-0.554697689285714,-1.4640333892932,0.162513940470443,0.889969163651476,-4.53544361559876
"C52.H94.Cl.N.O3",0.612778814285714,0.657921426785713,1.46315592511667,0.162750845844774,0.889969163651476,-4.53557824569255
"X596.4719.6.8283443",-0.330850528571428,-1.62391329285714,-1.46140276011259,0.16322503499492,0.889969163651476,-4.53584710104576
"L.Adrenaline",-0.323847520357143,0.220302524982143,-1.46131776660542,0.163248052671645,0.889969163651476,-4.53586013060954
"Musk.xylene",-0.751827165,0.58863611375,-1.4586932808092,0.1639601279139,0.889969163651476,-4.53626225842982
"N..6.Oxo.6H.dibenzo.b.d.pyran.3.yl..2.2.2.trifluoroacetamide...1.4927098",0.3267141,0.628099842857142,1.45768896749332,0.164233295421377,0.889969163651476,-4.53641603428278
"Dihydromethanophenazine",-0.41843265,-0.785710223214287,-1.4571623592027,0.164376679884625,0.889969163651476,-4.53649664250744
"C5.H5.N5.O2.S",0.322034235714286,-0.145510280357143,1.45512212270696,0.164933169155999,0.889969163651476,-4.53680878895589
"C37.H64.O3.S",-0.430908907142857,-1.86113356071429,-1.4543874597136,0.165133933850377,0.889969163651476,-4.53692112897751
"X620.4264.17.861347",-0.496155828571429,-0.892950901785714,-1.4467763605733,0.167225729533452,0.889969163651476,-4.53808309523556
"N.Cyclohexanecarbonyltetradecylamine",0.326539485714286,0.190480817857143,1.44587813752905,0.16747402526395,0.889969163651476,-4.53821999807704
"X253.8238.0.5204",0.427976592857143,-0.307664846428572,1.44532908978287,0.16762594781299,0.889969163651476,-4.53830365766189
"C26.O3.S2",0.432624728571429,-0.116474460714286,1.44347943439023,0.168138585446955,0.889969163651476,-4.53858536148015
"N.stearoyl.glutamic.acid",0.311277657142857,0.270670832142857,1.44340027032947,0.168160554746751,0.889969163651476,-4.5385974136697
"X523.6421.6.0602603",-0.457464964285714,0.601375867857143,-1.44019552028429,0.16905190798841,0.889969163651476,-4.53908500060286
"N.stearoyl.serine",-0.413178085714286,-0.459095108928572,-1.43501034403678,0.170502305566196,0.889969163651476,-4.53987259520631
"C3.H2.Cl2.O4.S2",0.367436342857143,0.141765926428571,1.43472776748918,0.170581640458071,0.889969163651476,-4.53991547025488
"C31.H62.O.S3",0.447805778571429,2.07016073571429,1.43327587238871,0.170989745609963,0.889969163651476,-4.54013568880652
"PE.22.0.P.18.1.11Z.....6.4136996",0.49427392,0.00881475660714227,1.43326373373526,0.170993160969974,0.889969163651476,-4.54013752941983
"C37.H75.N15.O2",-0.2998393,0.748005132142857,-1.42681847373568,0.172814531029747,0.889969163651476,-4.54111357875104
"X2.amino.14.16.dimethyloctadecan.3.ol",0.429496007142857,1.08450629285714,1.42630158777924,0.172961283946818,0.889969163651476,-4.54119174494472
"C23.H8.Cl2.N6.O2.S3",0.334341035714286,0.0617874714285716,1.42627043759668,0.172970131285069,0.889969163651476,-4.54119645511781
